component_id	edge_source	relationship_id	left_protein_id	right_protein_id	left_class_name	right_class_name
4dec3b942bcff823221913ba64fe5c53a3e07854df7cd72426182f92ef40b3de	pfam	PF03945	O87906	Q45755	positive	positive
4dec3b942bcff823221913ba64fe5c53a3e07854df7cd72426182f92ef40b3de	pfam	PF03945	O87906	Q9S597	positive	positive
4dec3b942bcff823221913ba64fe5c53a3e07854df7cd72426182f92ef40b3de	pfam	PF03945	O87906	Q9ZIU5	positive	positive
4dec3b942bcff823221913ba64fe5c53a3e07854df7cd72426182f92ef40b3de	pfam	PF14008	Q5MAU8	Q93WP4	negative	negative
53659836a8fd769573249f986623d0675ca22783dea68ae60d1d06f8fc0493b2	pfam	PF15430	D2CFI7	H2CYP1	positive	positive
53659836a8fd769573249f986623d0675ca22783dea68ae60d1d06f8fc0493b2	pfam	PF15430	D2CFI7	P0DQG5	positive	positive
55d3015944f06efd6a037bce589dba5c21b394f24396f3996daefb22cd5d2b47	mmseqs2	0181e472541aa4bacdf240995c3f24c15a34e7f238b2bfeb80ea35c71b06153e	O22841	P11218	negative	negative
55d3015944f06efd6a037bce589dba5c21b394f24396f3996daefb22cd5d2b47	mmseqs2	0181e472541aa4bacdf240995c3f24c15a34e7f238b2bfeb80ea35c71b06153e	O22841	Q09023	negative	negative
55d3015944f06efd6a037bce589dba5c21b394f24396f3996daefb22cd5d2b47	pfam	CL0037	O22841	P11218	negative	negative
55d3015944f06efd6a037bce589dba5c21b394f24396f3996daefb22cd5d2b47	pfam	CL0037	O22841	Q09023	negative	negative
55d3015944f06efd6a037bce589dba5c21b394f24396f3996daefb22cd5d2b47	pfam	PF00187	O22841	P11218	negative	negative
55d3015944f06efd6a037bce589dba5c21b394f24396f3996daefb22cd5d2b47	pfam	PF00187	O22841	Q09023	negative	negative
55d3015944f06efd6a037bce589dba5c21b394f24396f3996daefb22cd5d2b47	pfam	PF00187	O22841	Q0JF21	negative	negative
5cdb6d33988b245c4bfa90c96a980c257dd28e4d597d69d30b0a69040ee67808	pfam	PF00220	P42992	P69044	negative	negative
62c91d1265a12b375cdc5ffd76c3b453c9a773587f297bd24a7ae7a47c833102	mmseqs2	62c91d1265a12b375cdc5ffd76c3b453c9a773587f297bd24a7ae7a47c833102	P11968	P12071	negative	negative
62c91d1265a12b375cdc5ffd76c3b453c9a773587f297bd24a7ae7a47c833102	mmseqs2	62c91d1265a12b375cdc5ffd76c3b453c9a773587f297bd24a7ae7a47c833102	P11968	P83395	negative	negative
62c91d1265a12b375cdc5ffd76c3b453c9a773587f297bd24a7ae7a47c833102	mmseqs2	62c91d1265a12b375cdc5ffd76c3b453c9a773587f297bd24a7ae7a47c833102	P11968	P83396	negative	negative
62c91d1265a12b375cdc5ffd76c3b453c9a773587f297bd24a7ae7a47c833102	mmseqs2	62c91d1265a12b375cdc5ffd76c3b453c9a773587f297bd24a7ae7a47c833102	P11968	P84452	negative	negative
62c91d1265a12b375cdc5ffd76c3b453c9a773587f297bd24a7ae7a47c833102	pfam	CL0096	P11968	P12071	negative	negative
62c91d1265a12b375cdc5ffd76c3b453c9a773587f297bd24a7ae7a47c833102	pfam	CL0096	P11968	P83395	negative	negative
62c91d1265a12b375cdc5ffd76c3b453c9a773587f297bd24a7ae7a47c833102	pfam	CL0096	P11968	P83396	negative	negative
62c91d1265a12b375cdc5ffd76c3b453c9a773587f297bd24a7ae7a47c833102	pfam	CL0096	P11968	P84452	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	mmseqs2	b5b72e946bb52e1b5ae94914ae3827aca63b220d9fa12745dcbced14002ed94b	Q3UMC0	Q9DBY8	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	mmseqs2	bf826b2963106079b976b0ea02c4a21332df2ef97dd1ed4dc4fc870835f2757f	P0A1D9	P0A984	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	mmseqs2	bf826b2963106079b976b0ea02c4a21332df2ef97dd1ed4dc4fc870835f2757f	P0A1D9	P0A9Y0	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	mmseqs2	bf826b2963106079b976b0ea02c4a21332df2ef97dd1ed4dc4fc870835f2757f	P0A1D9	P0A9Y1	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	mmseqs2	bf826b2963106079b976b0ea02c4a21332df2ef97dd1ed4dc4fc870835f2757f	P0A1D9	P0A9Y8	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	mmseqs2	bf826b2963106079b976b0ea02c4a21332df2ef97dd1ed4dc4fc870835f2757f	P0A1D9	Q46051	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	mmseqs2	bf826b2963106079b976b0ea02c4a21332df2ef97dd1ed4dc4fc870835f2757f	P0A1D9	Q51929	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0021	P0A1D9	P0A984	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0021	P0A1D9	P0A9Y0	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0021	P0A1D9	P0A9Y1	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0021	P0A1D9	P0A9Y8	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0021	P0A1D9	Q46051	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0021	P0A1D9	Q51929	negative	negative
